unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
"DELL|0001193125-26-392114|nonDerivative|2026-09-11|Silver Lake Technology Investors V, L.P.|S|Class C Common Stock|103|560.66|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,103,560.66,57747.979999999996,200,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392114|nonDerivative|2026-09-11|Silver Lake Technology Investors V, L.P.|S|Class C Common Stock|86|561.75|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,86,561.75,48310.5,114,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392114|nonDerivative|2026-09-11|Silver Lake Technology Investors V, L.P.|S|Class C Common Stock|40|562.53|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,40,562.53,22501.199999999997,74,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392114|nonDerivative|2026-09-11|Silver Lake Technology Investors V, L.P.|S|Class C Common Stock|18|563.44|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,18,563.44,10141.920000000002,57,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392114|nonDerivative|2026-09-11|Silver Lake Technology Investors V, L.P.|S|Class C Common Stock|25|564.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,25,564.63,14115.75,31,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392114|nonDerivative|2026-09-11|Silver Lake Technology Investors V, L.P.|S|Class C Common Stock|10|565.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,10,565.63,5656.3,21,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392114|nonDerivative|2026-09-11|Silver Lake Technology Investors V, L.P.|S|Class C Common Stock|7|566.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,7,566.65,3966.5499999999997,14,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392114|nonDerivative|2026-09-11|Silver Lake Technology Investors V, L.P.|S|Class C Common Stock|14|567.45|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,14,567.45,7944.300000000001,0,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392114|derivative|2026-09-11|Silver Lake Technology Investors V, L.P.|M|Class B Common Stock|729|0|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392114,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392114/ownership.xml,derivative,2026-09-11,M,Class B Common Stock,729,0,0.0,110372,I,"Silver Lake Technology Investors V, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|M|Class C Common Stock|1617||I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,M,Class C Common Stock,1617,,,1617,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|56|547.73|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,56,547.73,30672.88,1561,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|41|548.47|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,41,548.47,22487.27,1521,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|13|550.03|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,13,550.03,7150.389999999999,1507,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|30|551.38|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,30,551.38,16541.4,1477,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|73|552.15|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,73,552.15,40306.95,1404,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|54|553.09|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,54,553.09,29866.86,1351,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|9|554.33|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,9,554.33,4988.97,1341,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|19|555.54|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,19,555.54,10555.259999999998,1322,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|60|556.80|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,60,556.80,33408.0,1262,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|203|557.77|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,203,557.77,113227.31,1059,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|181|558.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,181,558.65,101115.65,878,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|207|559.62|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,207,559.62,115841.34,672,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|229|560.66|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,229,560.66,128391.14,443,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|190|561.75|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,190,561.75,106732.5,253,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|88|562.53|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,88,562.53,49502.64,165,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|39|563.44|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,39,563.44,21974.160000000003,126,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|57|564.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,57,564.63,32183.91,69,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|23|565.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,23,565.63,13009.49,46,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|15|566.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,15,566.65,8499.75,31,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|nonDerivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|S|Class C Common Stock|31|567.45|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,31,567.45,17590.95,0,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392044|derivative|2026-09-11|Silver Lake Technology Investors IV, L.P.|M|Class B Common Stock|1617|0|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392044,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392044/ownership.xml,derivative,2026-09-11,M,Class B Common Stock,1617,0,0.0,244756,I,"Silver Lake Technology Investors IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|M|Class C Common Stock|59479||I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,M,Class C Common Stock,59479,,,83967,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|1424|547.73|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1424,547.73,779967.52,82543,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|1044|548.47|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1044,548.47,572602.68,81499,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|340|550.03|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,340,550.03,187010.19999999998,81159,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|773|551.38|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,773,551.38,426216.74,80386,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|1873|552.15|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1873,552.15,1034176.95,78512,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|1371|553.09|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1371,553.09,758286.39,77141,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|236|554.33|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,236,554.33,130821.88,76905,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|499|555.54|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,499,555.54,277214.45999999996,76407,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|1527|556.80|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1527,556.80,850233.6,74880,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|5212|557.77|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,5212,557.77,2907097.2399999998,69668,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|4627|558.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,4627,558.65,2584873.55,65041,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|5299|559.62|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,5299,559.62,2965426.38,59741,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|5867|560.66|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,5867,560.66,3289392.2199999997,53875,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|4865|561.75|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,4865,561.75,2732913.75,49009,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|2258|562.53|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2258,562.53,1270192.74,46751,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|998|563.44|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,998,563.44,562313.1200000001,45753,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|1449|564.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1449,564.63,818148.87,44304,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|595|565.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,595,565.63,336549.85,43710,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|378|566.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,378,566.65,214193.69999999998,43332,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|S|Class C Common Stock|799|567.45|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,799,567.45,453392.55000000005,42533,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|nonDerivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|J|Class C Common Stock|24488||I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,nonDerivative,2026-09-11,J,Class C Common Stock,24488,,,18045,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392050|derivative|2026-09-11|Silver Lake Partners V DE (AIV), L.P.|M|Class B Common Stock|59479|0|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392050,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392050/ownership.xml,derivative,2026-09-11,M,Class B Common Stock,59479,0,0.0,9004560,I,"Silver Lake Partners V DE (AIV), L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|M|Class C Common Stock|109882||I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,M,Class C Common Stock,109882,,,151731,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
