unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
TGT|0001921955-26-000014|nonDerivative|2026-08-21|LIEGEL MATTHEW A|S|Common Stock|926|163.51|D,2026-08-26 01:53:32+0000,TGT,TARGET CORP,0000027419,4,2026-08-24,2026-08-21,0001921955-26-000014,https://www.sec.gov/Archives/edgar/data/27419/000192195526000014/wk-form4_1787606017.xml,nonDerivative,2026-08-21,S,Common Stock,926,163.51,151410.25999999998,12266,D,LIEGEL MATTHEW A,"Officer, Chief Accounting Officer",0,1,0,Chief Accounting Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|80|835.545|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,80,835.545,66843.59999999999,14992,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|89|837.2677|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,89,837.2677,74516.8253,14903,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|88|838.3473|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,88,838.3473,73774.5624,14815,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|280|839.5954|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,280,839.5954,235086.712,14535,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|200|840.527|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,200,840.527,168105.40000000002,14335,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|440|841.6041|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,440,841.6041,370305.804,13895,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|240|842.6875|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,240,842.6875,202245.0,13655,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|120|843.6433|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,120,843.6433,101237.196,13535,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|228|845.1461|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,228,845.1461,192693.3108,13307,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|360|846.3944|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,360,846.3944,304701.984,12947,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|920|847.3613|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,920,847.3613,779572.3960000001,12027,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|520|848.4662|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,520,848.4662,441202.424,11507,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|267|849.2728|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,267,849.2728,226755.8376,11240,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|440|850.63|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,440,850.63,374277.2,10800,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|560|851.7121|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,560,851.7121,476958.77599999995,10240,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|510|852.9009|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,510,852.9009,434979.459,9730,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|160|854.21|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,160,854.21,136673.6,9570,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|240|855.1758|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,240,855.1758,205242.19199999998,9330,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|720|857.156|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,720,857.156,617152.32,8610,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|280|858.2257|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,280,858.2257,240303.196,8330,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|80|859.295|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,80,859.295,68743.59999999999,8250,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|500|860.50|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,500,860.50,430250.0,7750,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|221|861.2562|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,221,861.2562,190337.6202,7529,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|1759|861.8099|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,1759,861.8099,1515923.6141,5770,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|360|863.2139|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,360,863.2139,310757.004,5410,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|120|865.7667|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,120,865.7667,103892.004,5290,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000188|nonDerivative|2026-08-21|Teh Ban Seng|S|Ordinary Shares|80|868|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-21,0001137789-26-000188,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000188/wk-form4_1787605890.xml,nonDerivative,2026-08-21,S,Ordinary Shares,80,868,69440.0,5210,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|M|Ordinary Shares|2267|0|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,M,Ordinary Shares,2267,0,0.0,5198,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|M|Ordinary Shares|7595|0|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,M,Ordinary Shares,7595,0,0.0,12793,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|M|Ordinary Shares|2279|0|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,M,Ordinary Shares,2279,0,0.0,15072,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|M|Ordinary Shares|6048|158.40|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,M,Ordinary Shares,6048,158.40,958003.2000000001,21120,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|240|829.7733|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,240,829.7733,199145.59199999998,20880,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|80|830.18|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,80,830.18,66414.4,20800,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|240|831.8525|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,240,831.8525,199644.59999999998,20560,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|280|833.7075|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,280,833.7075,233438.1,20280,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|240|834.5875|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,240,834.5875,200301.0,20040,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|682|835.6362|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,682,835.6362,569903.8884,19358,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|440|837.2214|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,440,837.2214,368377.416,18918,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|120|838.4067|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,120,838.4067,100608.804,18798,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|80|839.9375|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,80,839.9375,67195.0,18718,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|160|841.5088|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,160,841.5088,134641.408,18558,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|120|843.24|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,120,843.24,101188.8,18438,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000187|nonDerivative|2026-08-20|Teh Ban Seng|S|Ordinary Shares|40|843.86|D,2026-08-26 01:53:32+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-24,2026-08-20,0001137789-26-000187,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000187/wk-form4_1787605884.xml,nonDerivative,2026-08-20,S,Ordinary Shares,40,843.86,33754.4,18398,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
