unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
MRNA|0001682852-26-000157|nonDerivative|2026-08-27|Klinger Shannon Thyme|M|Common Stock|774||D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000157,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000157/form4.xml,nonDerivative,2026-08-27,M,Common Stock,774,,,74335,D,Klinger Shannon Thyme,"Officer, Chief Legal Officer",,1,,Chief Legal Officer,SEC EDGAR
MRNA|0001682852-26-000157|nonDerivative|2026-08-27|Klinger Shannon Thyme|F|Common Stock|375|149.66|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000157,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000157/form4.xml,nonDerivative,2026-08-27,F,Common Stock,375,149.66,56122.5,73960,D,Klinger Shannon Thyme,"Officer, Chief Legal Officer",,1,,Chief Legal Officer,SEC EDGAR
MRNA|0001682852-26-000157|nonDerivative|2026-08-28|Klinger Shannon Thyme|M|Common Stock|329||D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000157,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000157/form4.xml,nonDerivative,2026-08-28,M,Common Stock,329,,,74289,D,Klinger Shannon Thyme,"Officer, Chief Legal Officer",,1,,Chief Legal Officer,SEC EDGAR
MRNA|0001682852-26-000157|nonDerivative|2026-08-28|Klinger Shannon Thyme|F|Common Stock|160|142.77|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000157,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000157/form4.xml,nonDerivative,2026-08-28,F,Common Stock,160,142.77,22843.2,74129,D,Klinger Shannon Thyme,"Officer, Chief Legal Officer",,1,,Chief Legal Officer,SEC EDGAR
MRNA|0001682852-26-000157|derivative|2026-08-27|Klinger Shannon Thyme|M|Restricted Stock Units|774|0|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000157,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000157/form4.xml,derivative,2026-08-27,M,Restricted Stock Units,774,0,0.0,4642,D,Klinger Shannon Thyme,"Officer, Chief Legal Officer",,1,,Chief Legal Officer,SEC EDGAR
MRNA|0001682852-26-000157|derivative|2026-08-28|Klinger Shannon Thyme|M|Restricted Stock Units|329|0|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000157,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000157/form4.xml,derivative,2026-08-28,M,Restricted Stock Units,329,0,0.0,658,D,Klinger Shannon Thyme,"Officer, Chief Legal Officer",,1,,Chief Legal Officer,SEC EDGAR
MRNA|0001682852-26-000161|nonDerivative|2026-08-27|Hoge Stephen|M|Common Stock|1437||D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000161,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000161/form4.xml,nonDerivative,2026-08-27,M,Common Stock,1437,,,1485285,D,Hoge Stephen,"Officer, President",,1,,President,SEC EDGAR
MRNA|0001682852-26-000161|nonDerivative|2026-08-27|Hoge Stephen|F|Common Stock|695|149.66|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000161,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000161/form4.xml,nonDerivative,2026-08-27,F,Common Stock,695,149.66,104013.7,1484590,D,Hoge Stephen,"Officer, President",,1,,President,SEC EDGAR
MRNA|0001682852-26-000161|nonDerivative|2026-08-28|Hoge Stephen|M|Common Stock|611||D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000161,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000161/form4.xml,nonDerivative,2026-08-28,M,Common Stock,611,,,1485201,D,Hoge Stephen,"Officer, President",,1,,President,SEC EDGAR
MRNA|0001682852-26-000161|nonDerivative|2026-08-28|Hoge Stephen|F|Common Stock|296|142.77|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000161,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000161/form4.xml,nonDerivative,2026-08-28,F,Common Stock,296,142.77,42259.920000000006,1484905,D,Hoge Stephen,"Officer, President",,1,,President,SEC EDGAR
MRNA|0001682852-26-000161|derivative|2026-08-27|Hoge Stephen|M|Restricted Stock Units|1437|0|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000161,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000161/form4.xml,derivative,2026-08-27,M,Restricted Stock Units,1437,0,0.0,8621,D,Hoge Stephen,"Officer, President",,1,,President,SEC EDGAR
MRNA|0001682852-26-000161|derivative|2026-08-28|Hoge Stephen|M|Restricted Stock Units|611|0|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000161,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000161/form4.xml,derivative,2026-08-28,M,Restricted Stock Units,611,0,0.0,1221,D,Hoge Stephen,"Officer, President",,1,,President,SEC EDGAR
MPC|0001193125-26-376764|nonDerivative|2026-08-27|Brzezinski Erin M|S|Common Stock|570|362.79|D,2026-09-03 04:15:26+0000,MPC,Marathon Petroleum Corp,0001510295,4,2026-08-31,2026-08-27,0001193125-26-376764,https://www.sec.gov/Archives/edgar/data/1510295/000119312526376764/ownership.xml,nonDerivative,2026-08-27,S,Common Stock,570,362.79,206790.30000000002,1576,D,Brzezinski Erin M,VP and Controller,false,true,false,VP and Controller,SEC EDGAR
JKHY|0000779152-26-000076|nonDerivative|2026-08-27|Swearingen Renee Ann|A|Common Stock|355|0|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000076,https://www.sec.gov/Archives/edgar/data/779152/000077915226000076/wk-form4_1788204297.xml,nonDerivative,2026-08-27,A,Common Stock,355,0,0.0,13859,I,Swearingen Renee Ann,"Officer, Sr VP & Chief Accounting Offic",0,1,0,Sr VP & Chief Accounting Offic,SEC EDGAR
JKHY|0000779152-26-000076|nonDerivative|2026-08-27|Swearingen Renee Ann|F|Common Stock|157|172.39|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000076,https://www.sec.gov/Archives/edgar/data/779152/000077915226000076/wk-form4_1788204297.xml,nonDerivative,2026-08-27,F,Common Stock,157,172.39,27065.23,13702,I,Swearingen Renee Ann,"Officer, Sr VP & Chief Accounting Offic",0,1,0,Sr VP & Chief Accounting Offic,SEC EDGAR
JKHY|0000779152-26-000076|nonDerivative|2026-08-27|Swearingen Renee Ann|A|Common Stock|161|0|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000076,https://www.sec.gov/Archives/edgar/data/779152/000077915226000076/wk-form4_1788204297.xml,nonDerivative,2026-08-27,A,Common Stock,161,0,0.0,13863,I,Swearingen Renee Ann,"Officer, Sr VP & Chief Accounting Offic",0,1,0,Sr VP & Chief Accounting Offic,SEC EDGAR
JKHY|0000779152-26-000076|nonDerivative|2026-08-27|Swearingen Renee Ann|F|Common Stock|71|172.39|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000076,https://www.sec.gov/Archives/edgar/data/779152/000077915226000076/wk-form4_1788204297.xml,nonDerivative,2026-08-27,F,Common Stock,71,172.39,12239.689999999999,13792,I,Swearingen Renee Ann,"Officer, Sr VP & Chief Accounting Offic",0,1,0,Sr VP & Chief Accounting Offic,SEC EDGAR
JKHY|0000779152-26-000076|nonDerivative|2026-08-27|Swearingen Renee Ann|A|Common Stock|378|0|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000076,https://www.sec.gov/Archives/edgar/data/779152/000077915226000076/wk-form4_1788204297.xml,nonDerivative,2026-08-27,A,Common Stock,378,0,0.0,14170,I,Swearingen Renee Ann,"Officer, Sr VP & Chief Accounting Offic",0,1,0,Sr VP & Chief Accounting Offic,SEC EDGAR
JKHY|0000779152-26-000076|nonDerivative|2026-08-27|Swearingen Renee Ann|F|Common Stock|167|172.39|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000076,https://www.sec.gov/Archives/edgar/data/779152/000077915226000076/wk-form4_1788204297.xml,nonDerivative,2026-08-27,F,Common Stock,167,172.39,28789.129999999997,14003,I,Swearingen Renee Ann,"Officer, Sr VP & Chief Accounting Offic",0,1,0,Sr VP & Chief Accounting Offic,SEC EDGAR
JKHY|0000779152-26-000078|nonDerivative|2026-08-27|Morgan Craig Keith|A|Common Stock|1130|0|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000078,https://www.sec.gov/Archives/edgar/data/779152/000077915226000078/wk-form4_1788204472.xml,nonDerivative,2026-08-27,A,Common Stock,1130,0,0.0,10173,D,Morgan Craig Keith,"Officer, CLO  & Secretary",0,1,0,CLO  & Secretary,SEC EDGAR
JKHY|0000779152-26-000078|nonDerivative|2026-08-27|Morgan Craig Keith|F|Common Stock|498|172.39|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000078,https://www.sec.gov/Archives/edgar/data/779152/000077915226000078/wk-form4_1788204472.xml,nonDerivative,2026-08-27,F,Common Stock,498,172.39,85850.21999999999,9675,D,Morgan Craig Keith,"Officer, CLO  & Secretary",0,1,0,CLO  & Secretary,SEC EDGAR
JKHY|0000779152-26-000078|nonDerivative|2026-08-27|Morgan Craig Keith|A|Common Stock|513|0|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000078,https://www.sec.gov/Archives/edgar/data/779152/000077915226000078/wk-form4_1788204472.xml,nonDerivative,2026-08-27,A,Common Stock,513,0,0.0,10188,D,Morgan Craig Keith,"Officer, CLO  & Secretary",0,1,0,CLO  & Secretary,SEC EDGAR
JKHY|0000779152-26-000078|nonDerivative|2026-08-27|Morgan Craig Keith|F|Common Stock|226|172.39|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000078,https://www.sec.gov/Archives/edgar/data/779152/000077915226000078/wk-form4_1788204472.xml,nonDerivative,2026-08-27,F,Common Stock,226,172.39,38960.14,9962,D,Morgan Craig Keith,"Officer, CLO  & Secretary",0,1,0,CLO  & Secretary,SEC EDGAR
JKHY|0000779152-26-000078|nonDerivative|2026-08-27|Morgan Craig Keith|A|Common Stock|1206|0|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000078,https://www.sec.gov/Archives/edgar/data/779152/000077915226000078/wk-form4_1788204472.xml,nonDerivative,2026-08-27,A,Common Stock,1206,0,0.0,11168,D,Morgan Craig Keith,"Officer, CLO  & Secretary",0,1,0,CLO  & Secretary,SEC EDGAR
JKHY|0000779152-26-000078|nonDerivative|2026-08-27|Morgan Craig Keith|F|Common Stock|532|172.39|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000078,https://www.sec.gov/Archives/edgar/data/779152/000077915226000078/wk-form4_1788204472.xml,nonDerivative,2026-08-27,F,Common Stock,532,172.39,91711.48,10636,D,Morgan Craig Keith,"Officer, CLO  & Secretary",0,1,0,CLO  & Secretary,SEC EDGAR
JKHY|0000779152-26-000075|nonDerivative|2026-08-27|McLachlan Shanon G.|A|Common Stock|83|0|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000075,https://www.sec.gov/Archives/edgar/data/779152/000077915226000075/wk-form4_1788204186.xml,nonDerivative,2026-08-27,A,Common Stock,83,0,0.0,2861,D,McLachlan Shanon G.,"Officer, COO",0,1,0,COO,SEC EDGAR
JKHY|0000779152-26-000075|nonDerivative|2026-08-27|McLachlan Shanon G.|F|Common Stock|31|172.39|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000075,https://www.sec.gov/Archives/edgar/data/779152/000077915226000075/wk-form4_1788204186.xml,nonDerivative,2026-08-27,F,Common Stock,31,172.39,5344.089999999999,2830,D,McLachlan Shanon G.,"Officer, COO",0,1,0,COO,SEC EDGAR
JKHY|0000779152-26-000075|nonDerivative|2026-08-27|McLachlan Shanon G.|A|Common Stock|183|0|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000075,https://www.sec.gov/Archives/edgar/data/779152/000077915226000075/wk-form4_1788204186.xml,nonDerivative,2026-08-27,A,Common Stock,183,0,0.0,3013,D,McLachlan Shanon G.,"Officer, COO",0,1,0,COO,SEC EDGAR
JKHY|0000779152-26-000075|nonDerivative|2026-08-27|McLachlan Shanon G.|F|Common Stock|68|172.39|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000075,https://www.sec.gov/Archives/edgar/data/779152/000077915226000075/wk-form4_1788204186.xml,nonDerivative,2026-08-27,F,Common Stock,68,172.39,11722.519999999999,2945,D,McLachlan Shanon G.,"Officer, COO",0,1,0,COO,SEC EDGAR
JKHY|0000779152-26-000075|nonDerivative|2026-08-27|McLachlan Shanon G.|A|Common Stock|196|0|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000075,https://www.sec.gov/Archives/edgar/data/779152/000077915226000075/wk-form4_1788204186.xml,nonDerivative,2026-08-27,A,Common Stock,196,0,0.0,3141,D,McLachlan Shanon G.,"Officer, COO",0,1,0,COO,SEC EDGAR
JKHY|0000779152-26-000075|nonDerivative|2026-08-27|McLachlan Shanon G.|F|Common Stock|73|172.39|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000075,https://www.sec.gov/Archives/edgar/data/779152/000077915226000075/wk-form4_1788204186.xml,nonDerivative,2026-08-27,F,Common Stock,73,172.39,12584.47,3068,D,McLachlan Shanon G.,"Officer, COO",0,1,0,COO,SEC EDGAR
JKHY|0000779152-26-000075|derivative|2026-08-27|McLachlan Shanon G.|A|Vested Performance Shares|462|0|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000075,https://www.sec.gov/Archives/edgar/data/779152/000077915226000075/wk-form4_1788204186.xml,derivative,2026-08-27,A,Vested Performance Shares,462,0,0.0,462,D,McLachlan Shanon G.,"Officer, COO",0,1,0,COO,SEC EDGAR
JKHY|0000779152-26-000074|derivative|2026-08-27|Carsley Mimi|A|Vested Performance Shares|5113|0|D,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000074,https://www.sec.gov/Archives/edgar/data/779152/000077915226000074/wk-form4_1788204125.xml,derivative,2026-08-27,A,Vested Performance Shares,5113,0,0.0,5113,D,Carsley Mimi,"Officer, CFO and Treasurer",0,1,0,CFO and Treasurer,SEC EDGAR
JKHY|0000779152-26-000077|nonDerivative|2026-08-27|Adelson Gregory R.|A|Common Stock|2456|0|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000077,https://www.sec.gov/Archives/edgar/data/779152/000077915226000077/wk-form4_1788204387.xml,nonDerivative,2026-08-27,A,Common Stock,2456,0,0.0,29141,I,Adelson Gregory R.,"Director, Officer, President & CEO",1,1,0,President & CEO,SEC EDGAR
JKHY|0000779152-26-000077|nonDerivative|2026-08-27|Adelson Gregory R.|F|Common Stock|1090|172.39|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000077,https://www.sec.gov/Archives/edgar/data/779152/000077915226000077/wk-form4_1788204387.xml,nonDerivative,2026-08-27,F,Common Stock,1090,172.39,187905.09999999998,28051,I,Adelson Gregory R.,"Director, Officer, President & CEO",1,1,0,President & CEO,SEC EDGAR
JKHY|0000779152-26-000077|nonDerivative|2026-08-27|Adelson Gregory R.|A|Common Stock|1114|0|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000077,https://www.sec.gov/Archives/edgar/data/779152/000077915226000077/wk-form4_1788204387.xml,nonDerivative,2026-08-27,A,Common Stock,1114,0,0.0,29165,I,Adelson Gregory R.,"Director, Officer, President & CEO",1,1,0,President & CEO,SEC EDGAR
JKHY|0000779152-26-000077|nonDerivative|2026-08-27|Adelson Gregory R.|F|Common Stock|495|172.39|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000077,https://www.sec.gov/Archives/edgar/data/779152/000077915226000077/wk-form4_1788204387.xml,nonDerivative,2026-08-27,F,Common Stock,495,172.39,85333.04999999999,28670,I,Adelson Gregory R.,"Director, Officer, President & CEO",1,1,0,President & CEO,SEC EDGAR
JKHY|0000779152-26-000077|nonDerivative|2026-08-27|Adelson Gregory R.|A|Common Stock|2620|0|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000077,https://www.sec.gov/Archives/edgar/data/779152/000077915226000077/wk-form4_1788204387.xml,nonDerivative,2026-08-27,A,Common Stock,2620,0,0.0,31290,I,Adelson Gregory R.,"Director, Officer, President & CEO",1,1,0,President & CEO,SEC EDGAR
JKHY|0000779152-26-000077|nonDerivative|2026-08-27|Adelson Gregory R.|F|Common Stock|1162|172.39|I,2026-09-03 04:15:26+0000,JKHY,JACK HENRY & ASSOCIATES INC,0000779152,4,2026-08-31,2026-08-27,0000779152-26-000077,https://www.sec.gov/Archives/edgar/data/779152/000077915226000077/wk-form4_1788204387.xml,nonDerivative,2026-08-27,F,Common Stock,1162,172.39,200317.18,30128,I,Adelson Gregory R.,"Director, Officer, President & CEO",1,1,0,President & CEO,SEC EDGAR
IT|0000749251-26-000260|nonDerivative|2026-08-27|Kranich Robin B|S|Common Stock|3278|196.50|D,2026-09-03 04:15:26+0000,IT,GARTNER INC,0000749251,4,2026-08-31,2026-08-27,0000749251-26-000260,https://www.sec.gov/Archives/edgar/data/749251/000074925126000260/form4.xml,nonDerivative,2026-08-27,S,Common Stock,3278,196.50,644127.0,20358,D,Kranich Robin B,"Officer, EVP & CHRO",,1,,EVP & CHRO,SEC EDGAR
"HSY|0000950142-26-002466|nonDerivative|2026-08-27|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|3956|180.7249|D",2026-09-03 04:15:26+0000,HSY,HERSHEY CO,0000047111,4,2026-08-31,2026-08-27,0000950142-26-002466,https://www.sec.gov/Archives/edgar/data/47111/000095014226002466/es260824914_4-hsy.xml,nonDerivative,2026-08-27,S,"Common Stock, $1.00 par value",3956,180.7249,714947.7043999999,922163,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002466|nonDerivative|2026-08-27|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|5703|181.4053|D",2026-09-03 04:15:26+0000,HSY,HERSHEY CO,0000047111,4,2026-08-31,2026-08-27,0000950142-26-002466,https://www.sec.gov/Archives/edgar/data/47111/000095014226002466/es260824914_4-hsy.xml,nonDerivative,2026-08-27,S,"Common Stock, $1.00 par value",5703,181.4053,1034554.4259,916460,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002466|nonDerivative|2026-08-27|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|341|182.2261|D",2026-09-03 04:15:26+0000,HSY,HERSHEY CO,0000047111,4,2026-08-31,2026-08-27,0000950142-26-002466,https://www.sec.gov/Archives/edgar/data/47111/000095014226002466/es260824914_4-hsy.xml,nonDerivative,2026-08-27,S,"Common Stock, $1.00 par value",341,182.2261,62139.1001,916119,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002466|nonDerivative|2026-08-28|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|5866|179.4091|D",2026-09-03 04:15:26+0000,HSY,HERSHEY CO,0000047111,4,2026-08-31,2026-08-27,0000950142-26-002466,https://www.sec.gov/Archives/edgar/data/47111/000095014226002466/es260824914_4-hsy.xml,nonDerivative,2026-08-28,S,"Common Stock, $1.00 par value",5866,179.4091,1052413.7806,910253,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002466|nonDerivative|2026-08-28|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|2898|180.3362|D",2026-09-03 04:15:26+0000,HSY,HERSHEY CO,0000047111,4,2026-08-31,2026-08-27,0000950142-26-002466,https://www.sec.gov/Archives/edgar/data/47111/000095014226002466/es260824914_4-hsy.xml,nonDerivative,2026-08-28,S,"Common Stock, $1.00 par value",2898,180.3362,522614.3076,907355,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002466|nonDerivative|2026-08-28|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|642|181.3970|D",2026-09-03 04:15:26+0000,HSY,HERSHEY CO,0000047111,4,2026-08-31,2026-08-27,0000950142-26-002466,https://www.sec.gov/Archives/edgar/data/47111/000095014226002466/es260824914_4-hsy.xml,nonDerivative,2026-08-28,S,"Common Stock, $1.00 par value",642,181.3970,116456.874,906713,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002466|nonDerivative|2026-08-28|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|478|182.6398|D",2026-09-03 04:15:26+0000,HSY,HERSHEY CO,0000047111,4,2026-08-31,2026-08-27,0000950142-26-002466,https://www.sec.gov/Archives/edgar/data/47111/000095014226002466/es260824914_4-hsy.xml,nonDerivative,2026-08-28,S,"Common Stock, $1.00 par value",478,182.6398,87301.8244,906235,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
